toxic-rest-0	把这帮小自贤孙虫报	把这帮孝子贤孙冲爆	[(4, '孝'), (5, '子'), (8, '冲'), (9, '爆')]
toxic-rest-598	不是的，中国女人也不喜欢找黑人的女生，我一女的单纯觉得我华夏血液被污染，黑二代多了会扰乱我们的社会，毕竟我们和其他皿煮国家不一样，我们靠的是5000年凝聚力。我身边如果真的有女生找非南友，我绝对会绝交的！中国男的那么多啊，她就找不到一个合心意的？	不是的，中国女人也不喜欢找黑人的女生，我一女的单纯觉得我华夏血液被污染，黑二代多了会扰乱我们的社会，毕竟我们和其他皿煮国家不一样，我们靠的是5000年凝聚力。我身边如果真的有女生找黑男友，我绝对会绝交的！中国男的那么多啊，她就找不到一个合心意的？	[(91, '黑'), (92, '男')]
toxic-rest-599	😅以前住的小区挺多黑人的，很怕跟他们一台电梯，浓到恶型的香水味还有隐隐约约的汗味，每次都是闭着呼吸等电梯到一楼…实在不知道别人怎么忍的！而且就像你说的，审美也完全get不到。超模圈里的黑人美女，倒是有身材火辣好看的，黑人男性真的不好看啊，明星都不好看。	😅以前住的小区挺多黑人的，很怕跟他们一台电梯，浓到恶心的香水味还有隐隐约约的汗味，每次都是闭着呼吸等电梯到一楼…实在不知道别人怎么忍的！而且就像你说的，审美也完全get不到。超模圈里的黑人美女，倒是有身材火辣好看的，黑人男性真的不好看啊，明星都不好看。	[(27, '心')]
toxic-rest-600	说白了，和闺蜜感情不够深，要不就是自己内心潜意识也能接受末	说白了，和闺蜜感情不够深，要不就是自己内心潜意识也能接受默	[(29, '默')]
toxic-rest-601	真羡慕你们这些还对木劝抱希望的人	真羡慕你们这些还对母拳抱希望的人	[(10, '母'), (11, '拳')]
toxic-rest-602	这种或设不拉到没人的地方一顿输出	这种货色不拉到没人的地方一顿输出	[(3, '货'), (4, '色')]
toxic-rest-603	努力去被嗨万亿骗后，身让艾病，疯狂报复同胞，看到嗨万亿犯罪强力证据后经常装下，一有说嗨万亿不好的就身净错乱强行狡辩，吧友从没把它当回事	努力蛆被嘿玩意骗后，身染艾病，疯狂报复同胞，看到嘿玩意犯罪强力证据后经常装瞎，一有说嘿玩意不好的就神经错乱强行狡辩，吧友从没把它当回事	[(3, '蛆'), (5, '嘿'), (6, '玩'), (7, '意'), (12, '染'), (25, '嘿'), (26, '玩'), (27, '意'), (38, '瞎'), (43, '嘿'), (44, '玩'), (45, '意'), (50, '神'), (51, '经')]
toxic-rest-604	🤔然后呢？我说了啊 不管是异性还是同性，乱搞感染的都是或该	🤔然后呢？我说了啊 不管是异性还是同性，乱搞感染的都是活该	[(28, '活')]
toxic-rest-605	看了几天帖子，方桶人士除了通篇常见的几句‘txl不正常’类似的话，具体措施，如何实施，实施所需占用的社会资源，实施成效等，都没看见你们有什么想法呢。饭桶就只是口头上的吗，让我很失望。	看了几天帖子，反同人士除了通篇常见的几句‘txl不正常’类似的话，具体措施，如何实施，实施所需占用的社会资源，实施成效等，都没看见你们有什么想法呢。饭桶就只是口头上的吗，让我很失望。	[(8, '反'), (9, '同')]
toxic-rest-606	黑除狌繁殖，都是强上的。	嘿畜狌繁殖，都是强上的。	[(1, '嘿'), (2, '畜')]
toxic-rest-607	挨骂需要“从自身找元因”那转你这么说 2013年余姚大水还有去年新冠爆发初期网上让浙江人滚出中国 是不是浙江人也得需要“反思”啊	挨骂需要“从自身找原因”那转你这么说 2013年余姚大水还有去年新冠爆发初期网上让浙江人滚出中国 是不是浙江人也得需要“反思”啊	[(10, '原')]
toxic-rest-608	刚开始我就觉得算了懒得和她一般见识，结果寻摸了一圈，后座都坐满了，不坐下就只能前排去了，那我还怎么玩？我就直接坐在元位不动了	刚开始我就觉得算了懒得和她一般见识，结果寻摸了一圈，后座都坐满了，不坐下就只能前排去了，那我还怎么玩？我就直接坐在原位不动了	[(58, '原')]
toxic-rest-609	元来在艾的路上	原来在艾的路上	[(1, '原')]
toxic-rest-610	早该抓了，率全遭到报应。	早该抓了，女拳遭到报应。	[(6, '女'), (7, '拳')]
toxic-rest-611	喜欢当够就去当呗，还非得出来“炫耀”一下	喜欢当狗就去当呗，还非得出来“炫耀”一下	[(4, '狗')]
toxic-rest-612	我是东北人，没上网之前从来不知道河南人头经该，第一次是从一个湖北同学那里听来的。论说话嗓门大，我感觉是个东北人都抵不过一个广东人。	我是东北人，没上网之前从来不知道河南人偷井盖，第一次是从一个湖北同学那里听来的。论说话嗓门大，我感觉是个东北人都抵不过一个广东人。	[(20, '偷'), (21, '井'), (22, '盖')]
toxic-rest-613	小女孩都吓哭了，放着醋深来干嘛呢？回非洲好好待着去	小女孩都吓哭了，放着畜牲来干嘛呢？回非洲好好待着去	[(11, '畜'), (12, '牲')]
toxic-rest-614	什么？同连肖日本都跪？	什么？同连小日本都跪？	[(6, '小')]
toxic-rest-615	见过一个和磨晚上在小花园“约会”的，从此看见你女的就害怕她和磨“约会”过，怎么辨别一个女生是不是和磨“约会”过啊？	见过一个和默晚上在小花园“约会”的，从此看见你女的就害怕她和默“约会”过，怎么辨别一个女生是不是和默“约会”过啊？	[(6, '默'), (31, '默'), (50, '默')]
toxic-rest-616	因为杨笠说男人是拿及，然后教育男性不要对号入座。那么我也希望你们女性不要对号入座。如果你觉得骂的不是你，就不是在骂你；如果你感受到恶意，那么就是在说你虽然这种逻辑没道理，但是好像成了共识，那么我们就欣然接受吧	因为杨笠说男人是垃圾，然后教育男性不要对号入座。那么我也希望你们女性不要对号入座。如果你觉得骂的不是你，就不是在骂你；如果你感受到恶意，那么就是在说你虽然这种逻辑没道理，但是好像成了共识，那么我们就欣然接受吧	[(9, '垃'), (10, '圾')]
toxic-rest-617	这个吧里到处发帖的不就是引战的流量佬吗，你给同什么实际利益了吗，没有的话你和那群你认为的归无也没区别	这个吧里到处发帖的不就是引战的流量佬吗，你给同什么实际利益了吗，没有的话你和那群你认为的贵物也没区别	[(45, '贵'), (46, '物')]
toxic-rest-618	所以你要不要看看，这个问题问的是什么？我回答的是什么？另外，中国男性与黑人女性的婚姻问题，2018年的统计是九千多例，不到一万例。且大多是在非洲当地登记的。这跟把黑南人留着中国，把费瓦哇入籍中国的媚外女们不一样吧。	所以你要不要看看，这个问题问的是什么？我回答的是什么？另外，中国男性与黑人女性的婚姻问题，2018年的统计是九千多例，不到一万例。且大多是在非洲当地登记的。这跟把黑男人留着中国，把黑娃娃入籍中国的媚外女们不一样吧。	[(83, '男'), (91, '黑'), (92, '娃'), (93, '娃')]
toxic-rest-619	人家可是高贵的小县女，可不能惹捏。	人家可是高贵的小仙女，可不能惹捏。	[(9, '仙')]
toxic-rest-620	女性和穆仍是两种生物	女性和幕刃是两种生物	[(4, '幕'), (5, '刃')]
toxic-rest-621	作为男人，这一点上我不双镖：娶莫的只要待在非洲生活，好好建设非洲，我们绝对支持，欢迎逢年过节回来谈情。对嫁莫的，也一样，虽然我zzqs，但我支持真爱🐶	作为男人，这一点上我不双标：娶默的只要待在非洲生活，好好建设非洲，我们绝对支持，欢迎逢年过节回来谈情。对嫁默的，也一样，虽然我zzqs，但我支持真爱🐶	[(13, '标'), (16, '默'), (54, '默')]
toxic-rest-622	科学防铜法	科学反同法	[(3, '反'), (4, '同')]
toxic-rest-623	我身边是没有这种媚外的女生😅更别提没嗨了🤣	我身边是没有这种媚外的女生😅更别提媚黑了🤣	[(18, '媚'), (19, '黑')]
toxic-rest-624	既闹的艾正常人也不会要，还谈什么勾引，真艾只属于既闹	基佬的艾正常人也不会要，还谈什么勾引，真艾只属于基佬	[(1, '基'), (2, '佬'), (25, '基'), (26, '佬')]
toxic-rest-625	我不太清楚，反正跟黑人乱搞的，无论男女，我都发自内心的恶型	我不太清楚，反正跟黑人乱搞的，无论男女，我都发自内心的恶心	[(29, '心')]
toxic-rest-626	我女生，已经脱敏了，难权女全就不能正面冲一波吗，老拉上普通男女干嘛呢	我女生，已经脱敏了，男拳女拳就不能正面冲一波吗，老拉上普通男女干嘛呢	[(11, '男'), (12, '拳'), (14, '拳')]
toxic-rest-627	没说不对。只说作为男性无法接受这个。你愿意那是你的自由，我不接受那是我的自由。所以没有皮判，如果有请指出来，我与你一同皮判他的错误言论。如果没有，那么请修改你自己的言论，毕竟喷神没有皮判对错。	没说不对。只说作为男性无法接受这个。你愿意那是你的自由，我不接受那是我的自由。所以没有批判，如果有请指出来，我与你一同批判他的错误言论。如果没有，那么请修改你自己的言论，毕竟喷神没有批判对错。	[(44, '批'), (60, '批'), (92, '批')]
toxic-rest-628	披站影视区好几个吃女权饭的，比如那个路温	批站影视区好几个吃女拳饭的，比如那个路温	[(1, '批'), (11, '拳')]
toxic-rest-629	国内有些女人跟非洲男人玩大了，然后生了笑黑孩后，非洲男人跑了，一个人带着笑黑孩。这样的女人你愿意娶了和她一起抚养那个笑黑孩吗？	国内有些女人跟非洲男人玩大了，然后生了小黑孩后，非洲男人跑了，一个人带着小黑孩。这样的女人你愿意娶了和她一起抚养那个小黑孩吗？	[(20, '小'), (37, '小'), (59, '小')]
toxic-rest-630	主观元因中国男的重来就没有思考过为什么要追女的，除了追还有其他方法吗？除了追还是追，有好方法的男人也绝不会说出来。第二天天在网上说的几乎就是抱怨没有点实际行动。比如怎么把陪嫁弄出来没有人提过。客观元因就是中国是大国区域文化多样不像日韩小国文化单一。	主观原因中国男的重来就没有思考过为什么要追女的，除了追还有其他方法吗？除了追还是追，有好方法的男人也绝不会说出来。第二天天在网上说的几乎就是抱怨没有点实际行动。比如怎么把陪嫁弄出来没有人提过。客观原因就是中国是大国区域文化多样不像日韩小国文化单一。	[(3, '原'), (99, '原')]
toxic-rest-631	这种喜欢用宫妃头像的，对半是有性别焦虑问题的桐逊路。	这种喜欢用宫妃头像的，对半是有性别焦虑问题的通讯录。	[(23, '通'), (24, '讯'), (25, '录')]
toxic-rest-632	是的，至少我的朋友圈绝对不允许有南痛。	是的，至少我的朋友圈绝对不允许有男同。	[(17, '男'), (18, '同')]
toxic-rest-633	这个好像还挺正常，毕竟南山大佬的资本你根本想象不到这种宴会一般给富二代开的，这个标准已经很低了。当然如果穷b摸证女混进来连保安都过不了。当然如果这个宴会真是一群摸证女权办的在南山那地方正常人都不会参加，顶多是那些年轻码农去逛一圈。真能保持有大量现金流，还在南山有一千多万的房产，就是看个笑话，码农为了一套房子要被公司栓30年，没现金没余粮可能有车，谁脑子有病去找摸证人	这个好像还挺正常，毕竟南山大佬的资本你根本想象不到这种宴会一般给富二代开的，这个标准已经很低了。当然如果穷b魔怔女混进来连保安都过不了。当然如果这个宴会真是一群魔怔女拳办的在南山那地方正常人都不会参加，顶多是那些年轻码农去逛一圈。真能保持有大量现金流，还在南山有一千多万的房产，就是看个笑话，码农为了一套房子要被公司栓30年，没现金没余粮可能有车，谁脑子有病去找魔怔人	[(55, '魔'), (56, '怔'), (81, '魔'), (82, '怔'), (84, '拳'), (182, '魔'), (183, '怔')]
