CHSD-0	这男的这么拉级都能和好	这男的这么垃圾都能和好	[(6, '垃'), (7, '圾')]
CHSD-1655	千真万确 就今年过年期间 我在央视的一个电视节目上看见洪剑涛在一个穿古装表演的黑人面前管尼格买提叫“拟个” 口还挺正 给我乐坏了当时	千真万确 就今年过年期间 我在央视的一个电视节目上看见洪剑涛在一个穿古装表演的黑人面前管尼格买提叫“尼哥” 口还挺正 给我乐坏了当时	[(51, '尼'), (52, '哥')]
CHSD-1656	刻板印象是大敌,南新很多时候受歧视也是来自于同性的歧视，例如说话小声文静一些会受歧视为不够“爷们儿”,。,社会舆论很大程度其实也受刻板印象的影响，麽认男任就应该多干一些多受点罪这一个论调的，	刻板印象是大敌,男性很多时候受歧视也是来自于同性的歧视，例如说话小声文静一些会受歧视为不够“爷们儿”,。,社会舆论很大程度其实也受刻板印象的影响，默认男人就应该多干一些多受点罪这一个论调的，	[(9, '男'), (10, '性'), (74, '默'), (77, '人')]
CHSD-1657	可惜他没有特总统的级别，主要是他真的很恶新人呐[捂脸]你黑别人夸自己也没夸自己学校学风质量多好，还不是说学校在被精，难道是自己知道可夸的只有一个地理位置？有点儿不敢相信这是一位大学老师。	可惜他没有特总统的级别，主要是他真的很恶心人呐[捂脸]你黑别人夸自己也没夸自己学校学风质量多好，还不是说学校在北京，难道是自己知道可夸的只有一个地理位置？有点儿不敢相信这是一位大学老师。	[(21, '心'), (56, '北'), (57, '京')]
CHSD-1658	人类从古到今都认为非任难看丑陋的，就是因为太难看了，困轮怒是要被阉割的，而会接受呗人和其通婚。	人类从古到今都认为黑人难看丑陋的，就是因为太难看了，昆仑奴是要被阉割的，而会接受白人和其通婚。	[(10, '黑'), (11, '人'), (27, '昆'), (28, '仑'), (29, '奴'), (41, '白')]
CHSD-1659	你知道美国嗨人只要自己不作，光靠救济金都能让他们活下去吗？13年义务教育还不够让他们学到知识？不说多高大上的工作，一般收银员、工人、体育助教都能让他们正常的生活下去，但他们有多少人愿意就这么活下去？	你知道美国黑人只要自己不作，光靠救济金都能让他们活下去吗？13年义务教育还不够让他们学到知识？不说多高大上的工作，一般收银员、工人、体育助教都能让他们正常的生活下去，但他们有多少人愿意就这么活下去？	[(6, '黑')]
CHSD-1660	有没有人觉得，只女是神仙居然还要像凡人一样还需要洗澡，而且作为法宝的羽衣那么重要的东西也能放心的放在一旁。如果真的去较真的话，神话故事全都不堪一击	有没有人觉得，织女是神仙居然还要像凡人一样还需要洗澡，而且作为法宝的羽衣那么重要的东西也能放心的放在一旁。如果真的去较真的话，神话故事全都不堪一击	[(8, '织')]
CHSD-1661	这不是歧视嗨仍，这是歧视胖人	这不是歧视黑人，这是歧视胖人	[(6, '黑'), (7, '人')]
CHSD-1662	我是一个中郭人，我真的很歧视美国百任，一身肥肉还觉得中国女人都是即女，请看看自己找的人造美女大妈，我都下不去屌。	我是一个中国人，我真的很歧视美国白人，一身肥肉还觉得中国女人都是妓女，请看看自己找的人造美女大妈，我都下不去屌。	[(6, '国'), (17, '白'), (18, '人'), (33, '妓')]
CHSD-1663	这样的南仍也有人要？还好你当初选择分手，真是恶新，比出门猜到一坨便便还恶新	这样的男人也有人要？还好你当初选择分手，真是恶心，比出门猜到一坨便便还恶心	[(4, '男'), (5, '人'), (24, '心'), (37, '心')]
CHSD-1664	饭皮，少说了？？去看看评论。在一个哪里没坏人，自己第余嗨还不承认？？恶新死了。什么怂了，什么光系人彪悍了，你叫李晨？？？好	放屁，少说了？？去看看评论。在一个哪里没坏人，自己地域黑还不承认？？恶心死了。什么怂了，什么广西人彪悍了，你叫李晨？？？好	[(1, '放'), (2, '屁'), (26, '地'), (27, '域'), (28, '黑'), (36, '心'), (47, '广'), (48, '西')]
CHSD-1665	这楼真可怕，挺多田元率全还是很能讲歪理的	这楼真可怕，挺多田原女犬还是很能讲歪理的	[(10, '原'), (11, '女'), (12, '犬')]
CHSD-1666	为主人服役乃是路你的义务，若路你胆敢向主人提要求，无论是否合理，那都是鞭挞斩杀都不足以弥补的过错。	为主人服役乃是奴隶的义务，若奴隶胆敢向主人提要求，无论是否合理，那都是鞭挞斩杀都不足以弥补的过错。	[(8, '奴'), (9, '隶'), (15, '奴'), (16, '隶')]
CHSD-1667	被歧视也是中优越感，国内穷光蛋有本事出国啊？,所以对于非种锅人，	被歧视也是中优越感，国内穷光蛋有本事出国啊？,所以对于非中国人，	[(29, '中'), (30, '国')]
CHSD-1668	xswl函过骂人就只会:疯了么？！习吧[捂脸]	xswl韩国骂人就只会:疯了么？！西八[捂脸]	[(5, '韩'), (6, '国'), (18, '西'), (19, '八')]
CHSD-1669	非任有三宝 豪车 金链 大波标	黑人有三宝 豪车 金链 大波婊	[(1, '黑'), (2, '人'), (15, '婊')]
CHSD-1670	我都服你们这些刚开始说不黑，不讨厌，结果往死了黑任的心机标了。恶新	我都服你们这些刚开始说不黑，不讨厌，结果往死了黑人的心机婊了。恶心	[(25, '人'), (29, '婊'), (33, '心')]
CHSD-1671	我是死串人，大学时候宿舍将诉连云港人极度歧视我是死串人。	我是四川人，大学时候宿舍江苏连云港人极度歧视我是四川人。	[(3, '四'), (4, '川'), (13, '江'), (14, '苏'), (25, '四'), (26, '川')]
CHSD-1672	有些人歧视我们副被人，我能一版自都打死吗？	有些人歧视我们湖北人，我能一棒子都打死吗？	[(8, '湖'), (9, '北'), (15, '棒'), (16, '子')]
CHSD-1673	贝斯手自黑跟黑忍骂黑硅是一个道理，黑忍可以骂黑硅，但你黄皮肤呗批肤说黑硅就是歧视黑忍。	贝斯手自黑跟黑人骂黑鬼是一个道理，黑人可以骂黑鬼，但你黄皮肤白皮肤说黑鬼就是歧视黑人。	[(8, '人'), (11, '鬼'), (19, '人'), (24, '鬼'), (31, '白'), (32, '皮'), (36, '鬼'), (42, '人')]
CHSD-1674	任何一个支持blm的荒中仍都是百蕾，荒中仍的叛徒，nyt现在已经光明正大的说哑走人不是“people，of。	任何一个支持blm的黄种人都是败类，黄种人的叛徒，nyt现在已经光明正大的说亚洲人不是“people，of。	[(11, '黄'), (12, '种'), (13, '人'), (16, '败'), (17, '类'), (19, '黄'), (20, '种'), (21, '人'), (39, '亚'), (40, '洲')]
CHSD-1675	这部电影挺好看的，他们俩看歌剧那段我笑喷了，真心能感受到他们的欢乐。不过这片男陪护的真实元型不是嘿人，而是阿拉伯人。挺讽刺的。	这部电影挺好看的，他们俩看歌剧那段我笑喷了，真心能感受到他们的欢乐。不过这片男陪护的真实原型不是黑人，而是阿拉伯人。挺讽刺的。	[(45, '原'), (49, '黑')]
CHSD-1676	总过人跟迎肚任相比就是，现在的小留发音可以说是挺好了，在非英语母语国家算靠前的，但比口语表达肯定被迎肚任刁打，毕竟人家稍微好点的学校初中开始就是全英上课。	中国人跟印度人相比就是，现在的小留发音可以说是挺好了，在非英语母语国家算靠前的，但比口语表达肯定被印度人吊打，毕竟人家稍微好点的学校初中开始就是全英上课。	[(1, '中'), (2, '国'), (5, '印'), (6, '度'), (7, '人'), (50, '印'), (51, '度'), (52, '人'), (53, '吊')]
CHSD-1677	大家组团去国务院小程序留言,恢复针对艾滋高发国家的入境hiv检测；加强入境审查和对三飞人员的处理	大家组团去国务院小程序留言,恢复针对艾滋高发国家的入境hiv检测；加强入境审查和对三非人员的处理	[(43, '非')]
CHSD-1678	早点回家？女新就没有回家自由吗？女全警告（沟头）	早点回家？女性就没有回家自由吗？女拳警告（狗头）	[(7, '性'), (18, '拳'), (22, '狗')]
CHSD-1679	还有洗白非贵的，閫仑努就是閫仑努，别拿白左那一套标准在这说辞。	还有洗白黑鬼的，昆仑奴就是昆仑奴，别拿白左那一套标准在这说辞。	[(5, '黑'), (6, '鬼'), (9, '昆'), (11, '奴'), (14, '昆'), (16, '奴')]
CHSD-1680	哦豁，那有没有人敢在这个比赛骂黑任，干一些政治不正确的事情呢？你怎么解释这个双表？任何时候侮辱别人都是陋习，陋习就得改，别以为美帝一切都是先进的嗷	哦豁，那有没有人敢在这个比赛骂黑人，干一些政治不正确的事情呢？你怎么解释这个双标？任何时候侮辱别人都是陋习，陋习就得改，别以为美帝一切都是先进的嗷	[(17, '人'), (40, '标')]
CHSD-1681	同感，曾经追过一个喜欢的男的，掉着我伤我心，后来放弃后他回头找我，但是我想想他曾经那样对我的样子我心里竟然全部都是恶性	同感，曾经追过一个喜欢的男的，吊着我伤我心，后来放弃后他回头找我，但是我想想他曾经那样对我的样子我心里竟然全部都是恶心	[(16, '吊'), (59, '心')]
CHSD-1682	一句话：鲁能滚蛋！别TMD挂着上懂、泰山在这里恶新上懂球迷了！	一句话：鲁能滚蛋！别TMD挂着山东、泰山在这里恶心山东球迷了！	[(16, '山'), (17, '东'), (25, '心'), (26, '山'), (27, '东')]
CHSD-1683	那你了解肥仍路你的历史吗？你了解纳粹屠杀有台人的历史吗？你了解印度目前仍然存在的种姓制度吗？活生生的例子摆在眼前，凭什么你相信几千年的路你主有以人为本的思想呢？？？	那你了解黑人奴隶的历史吗？你了解纳粹屠杀犹太人的历史吗？你了解印度目前仍然存在的种姓制度吗？活生生的例子摆在眼前，凭什么你相信几千年的奴隶主有以人为本的思想呢？？？	[(5, '黑'), (6, '人'), (7, '奴'), (8, '隶'), (21, '犹'), (22, '太'), (68, '奴'), (69, '隶')]
CHSD-1684	对于需要去现场去工地经常出差的那些工作，你们愿意要蓝深可以理解，但是一个纯文字性的工作，也特么要蓝深。	对于需要去现场去工地经常出差的那些工作，你们愿意要男生可以理解，但是一个纯文字性的工作，也特么要男生。	[(26, '男'), (27, '生'), (49, '男'), (50, '生')]
CHSD-1685	这就是恁洞栢跟南方马来贴贴，敌视北方，生育率不足0.6%人口即将消亡的理由 ?顺便一提，不要质疑我的董被人属性，本人整个家族都是C2父系，论满洲比恁O系高达70%的料零急另满族正统得多!	这就是恁东百跟南方马来贴贴，敌视北方，生育率不足0.6%人口即将消亡的理由 ?顺便一提，不要质疑我的东北人属性，本人整个家族都是C2父系，论满洲比恁O系高达70%的辽宁吉林满族正统得多!	[(5, '东'), (6, '百'), (51, '东'), (52, '北'), (83, '辽'), (84, '宁'), (85, '吉'), (86, '林')]
CHSD-1686	哈哈哈限女我开玩笑呢不要紧张	哈哈哈仙女我开玩笑呢不要紧张	[(4, '仙')]
CHSD-1687	恰恰是沙特黑仍多，黑仍是闪米特人的怒里	恰恰是沙特黑人多，黑人是闪米特人的奴隶	[(7, '人'), (11, '人'), (18, '奴'), (19, '隶')]
CHSD-1688	丧还人怎么惹你了 哪个地方都有好人坏人 乱开什么地图炮 语气酸的要死	上海人怎么惹你了 哪个地方都有好人坏人 乱开什么地图炮 语气酸的要死	[(1, '上'), (2, '海')]
CHSD-1689	最后那一句是反讽啊，不是真的执南癌	最后那一句是反讽啊，不是真的直男癌	[(15, '直'), (16, '男')]
CHSD-1690	我歧视非仍的元因是因为他们歧视我们[为难]	我歧视黑人的原因是因为他们歧视我们[为难]	[(4, '黑'), (5, '人'), (7, '原')]
CHSD-1691	和难砸总丧尽天良坏事做绝必遭天谴！\r\n+1	河南杂种丧尽天良坏事做绝必遭天谴！\r\n+1	[(1, '河'), (2, '南'), (3, '杂'), (4, '种')]
CHSD-1692	继和蓝人投经该之后，陕栋人……	继河南人偷井盖之后，山东人……	[(2, '河'), (3, '南'), (5, '偷'), (6, '井'), (7, '盖'), (11, '山'), (12, '东')]
CHSD-1693	这是因为太强调女券而忽略男全。要平等对待，你个拉既	这是因为太强调女权而忽略男权。要平等对待，你个垃圾	[(9, '权'), (14, '权'), (24, '垃'), (25, '圾')]
CHSD-1694	极端一点，清教徒呗任至上主义里面，除了呗任是人其他都不是人，何来歧视？你都不是人，没有“人籍”，你怎么会在底端。上面说费人怒里制时期，呗任男星与女嗨撸性关系比较普遍，我提供一个这样的视角，	极端一点，清教徒白人至上主义里面，除了白人是人其他都不是人，何来歧视？你都不是人，没有“人籍”，你怎么会在底端。上面说黑人奴隶制时期，白人男性与女黑奴性关系比较普遍，我提供一个这样的视角，	[(9, '白'), (10, '人'), (20, '白'), (21, '人'), (60, '黑'), (62, '奴'), (63, '隶'), (68, '白'), (69, '人'), (71, '性'), (74, '黑'), (75, '奴')]
